Ticker,Name,Description,Price(USD),Start,End,ROI(Pct),Timezone,Duration
REN,Republic Protocol,An opensource decentralized dark pool for trustless crosschain atomic trading of Ether ERC20 tokens and Bitcoin pairs,0.0,2018-02-03 13:56:00,2018-02-17 13:56:00,0.0,UTC+8,14 days 00:00:00.000000000
VB,VaultBank,A blueprint for disintermediated financial services,0.0,2017-12-13 00:00:00,2018-02-18 00:00:00,0.0,UTC+0,67 days 00:00:00.000000000
CLN,Colu Local Network,A decentralized payment system powered by everyday consumption,0.0,2018-02-14 14:00:00,2018-02-18 14:00:00,0.0,UTC+2,4 days 00:00:00.000000000
OTG,Outing,The first community app dedicated to events in real time that rewards users with its own cryptocurrency usable anywhere in the world,0.0,2018-01-08 00:00:00,2018-02-18 23:59:59,0.0,UTC+1,41 days 23:59:59.000000000
BTD,BITROAD,A modern solution for reliable global money transactions,0.75,2017-12-16 00:00:00,2018-02-20 00:00:01,-0.248,UTC+0,66 days 00:00:01.000000000
TKLN,Taklimakan Network,The Blockchain Investment Platform,0.0,2017-12-12 10:00:00,2018-02-20 10:00:00,0.0,UTC+0,70 days 00:00:00.000000000
BAX,BABB,Decentralised banking platform Access to a bank account for P2P financial services for anyone in the world,0.0,2018-02-06 08:33:00,2018-02-21 08:33:00,-0.9048,UTC+0,15 days 00:00:00.000000000
BFC,BioFactoryCoin,BioFactoryCoin BFC the first factory in the world producing healthy milk production with availability for cryptocurrency payments,0.0,2017-11-27 10:00:00,2018-02-21 22:00:00,0.0,UTC+0,86 days 12:00:00.000000000
CTN,Crypto Trust Network,Protecting you from cryptocurrency fraud,0.0,2018-01-22 18:00:00,2018-02-22 18:00:00,0.0,UTC+0,31 days 00:00:00.000000000
LWF,Local World Forwarders,Local World Forwarders is the first decentralized logistics platform based on the blockchain,0.0,2018-01-23 12:00:00,2018-02-23 12:00:00,0.0,UTC+0,31 days 00:00:00.000000000
OCN,Odyssey,ODYSSEYs mission is to build the nextgeneration decentralized sharing economy  Peer to Peer Ecosystem,0.0,2018-01-23 18:20:00,2018-02-23 18:27:00,0.0,UTC+0,31 days 00:07:00.000000000
iRMC,Remechain,A Global Market place for the safe and secure trading of secondary metals,0.0,2018-01-25 00:00:00,2018-02-25 23:59:59,0.0,UTC+0,31 days 23:59:59.000000000
HQX,HOQU,HOQU is the worlds first Decentralized Affiliate Platform,0.0,2017-11-27 00:00:00,2018-02-25 23:59:59,-0.9984999999999999,UTC+0,90 days 23:59:59.000000000
PIP,PayPro,The first decentralized financialmarketplace as a DAO using Blockchain Technology,0.0,2018-01-08 21:00:00,2018-02-26 21:00:00,0.0,UTC+0,49 days 00:00:00.000000000
SSH,StreamSpace,Blockchain powered Streaming Video on Demand Connecting content creators directly with consumers ,0.0,2018-01-15 11:00:00,2018-02-27 10:59:59,0.0,UTC--6,42 days 23:59:59.000000000
MRK,MARK.SPACE,MARKSPACE is worlds first opensource platform for creation of 3D VR and ARcompatible websites units and objects and for their fast integration into a single ecosystem The platform is Blockchainbased and supported by miners,0.0,2018-01-23 00:00:00,2018-02-28 00:00:00,-0.9825,UTC+0,36 days 00:00:00.000000000
RSN,RAISON,AI Platform for investment and personal finance,0.0,2018-02-01 00:00:00,2018-02-28 00:00:00,0.0,UTC+0,27 days 00:00:00.000000000
BERRY,Rentberry,Decentralized Home Rental Platform,0.0,2017-12-05 00:00:00,2018-02-28 00:00:00,-0.9979,UTC+0,85 days 00:00:00.000000000
STC,Stockchain Global,Stockchain Global brings a global blockchainbased platform to the market for issuance trading and management of financial instruments,0.0,2018-01-19 00:00:00,2018-02-28 00:00:00,0.0,UTC+0,40 days 00:00:00.000000000
MLT,MultiGames,The first gaming online casino based on Ethereum,0.0,2018-01-08 00:00:00,2018-02-28 00:00:00,0.0,UTC+0,51 days 00:00:00.000000000
HUR,Hurify,A Blockchain platform that aims to help SMEs build their IoT products  solution faster by connecting them to skilled IoT developers,0.0,2018-02-01 00:00:00,2018-02-28 00:00:00,0.0,UTC+0,27 days 00:00:00.000000000
CcS,CacaoShares,Saving the Future of Chocolate using the Blockchain,0.0,2018-02-14 00:00:00,2018-02-28 00:00:00,0.0,UTC+9,14 days 00:00:00.000000000
CID,Chain ID,Platform for keeping personal diplomas certificates and licenses in blockchain,0.0,2018-02-01 07:00:00,2018-02-28 07:00:00,0.0,UTC+0,27 days 00:00:00.000000000
DADI,DADI,A new era of cloud computing services powered by blockchain technology,0.06,2018-01-22 12:00:00,2018-02-28 12:00:00,-0.7696,UTC+0,37 days 00:00:00.000000000
LNC,Blocklancer,Blocklancer is a Decentralized Autonomous Job Market DAJ on the Ethereum platform,0.0,2018-01-16 13:00:00,2018-02-28 13:00:00,-0.9954999999999999,UTC+0,43 days 00:00:00.000000000
BBCoin,Tradove,Token based businesstobusiness B2B marketing sales and trade platform,0.0,2018-02-01 18:21:00,2018-02-28 18:21:00,0.0,UTC+0,27 days 00:00:00.000000000
VNX,Volinex,We make crypto easy,0.0,2017-12-15 20:00:00,2018-02-28 20:00:00,0.0,UTC+1,75 days 00:00:00.000000000
LCD,Lucyd,Join the Augmented Reality Revolution with Lucyd,0.0,2017-10-17 20:00:00,2018-02-28 20:00:00,0.0,UTC+0,134 days 00:00:00.000000000
DATx,DATx,A Blockchain Empowered Digital Advertising Terminal,0.0,2018-02-11 20:16:00,2018-02-28 20:16:00,0.0,UTC+8,17 days 00:00:00.000000000
CPX,Apex,APEX passes value and data ownership back to consumers increases marketing effectiveness data quality and customer loyalty,0.0,2018-01-29 22:31:00,2018-02-28 22:00:00,0.0,UTC+0,29 days 23:29:00.000000000
LYM,Lympo,Lympo is building an app a fitness wallet which will help people to reach their healthy lifestyle goals and earn tokens in return,0.0,2018-02-17 22:30:00,2018-02-28 22:31:00,-0.7826000000000001,UTC+0,11 days 00:01:00.000000000
NCASH,Nucleus.Vision,An IoTbased contactless identification system that empowers retailers to identify and better serve their customers,0.0,2018-02-26 23:00:00,2018-02-28 23:00:00,-0.9017000000000001,UTC+0,2 days 00:00:00.000000000
CS,CREDITS,CREDITS Cryptocurrency and Blockchain platform for the financial industry with more than 1 mln txsec and 001 sec for a transaction,0.11,2018-02-15 00:00:00,2018-02-28 23:59:00,0.5414,UTC+0,13 days 23:59:00.000000000
DEEX,DEEX,The first ever created decentralized platform for convenient cryptocurrency trading,0.0,2018-01-10 00:00:00,2018-02-28 23:59:00,0.0,UTC+0,49 days 23:59:00.000000000
VIOX,Vionex,Vionex is a revolutionary blockchainbased smart home system,0.0,2017-12-01 00:00:00,2018-02-28 23:59:59,0.0,UTC+0,89 days 23:59:59.000000000
MDC,MinerDog,MinerDog coin pays you monthly dividends in Ether from profits of our crypto mining operations,0.0,2017-12-17 00:00:00,2018-02-28 23:59:59,-1.0,UTC+0,73 days 23:59:59.000000000
NPX,NapoleonX,The first 100 algorithmic crypto asset manager,0.25,2018-01-22 12:00:00,2018-02-28 23:59:59,-0.7545000000000001,UTC+1,37 days 11:59:59.000000000
HAWK,CryptoHawk,The worlds first AllinOne solution for cryptocurrencies,0.01,2018-01-01 00:00:00,2018-02-28 23:59:59,-0.9799,UTC+1,58 days 23:59:59.000000000
KYC,KYC.LEGAL,KYCLEGAL is the identity verification platform on a blockchain,0.0,2017-11-29 00:00:00,2018-03-01 00:00:00,0.0,UTC+0,92 days 00:00:00.000000000
CBC,Corusblock,Corusblock is the next generation of cryptocurrency Lending staking mining in best performance This is Corusblock,0.01,2018-02-01 00:00:00,2018-03-01 00:00:00,-0.9872,UTC+0,28 days 00:00:00.000000000
WATR,WaterTech,Affordable clean water for everyone under the sun,0.0,2018-01-21 00:00:00,2018-03-01 00:00:00,0.0,UTC+0,39 days 00:00:00.000000000
MTN,MedicalChain,Blockchain technology for secure storage and transfer of electronic health records It provides the infrastructure for digital health applications,0.01,2018-02-01 00:00:00,2018-03-01 00:00:00,-0.9775,UTC+0,28 days 00:00:00.000000000
ECHT,e-Chat,Blockchainbased decentralized secure messenger and fastestgrowing social network,0.0,2018-01-08 12:00:00,2018-03-01 12:00:00,0.0,UTC+0,52 days 00:00:00.000000000
ELEC,Electrify.asia,ELECTRIFY is the first retail electricity marketplace in SoutheastAsia addressing the need for transparency and security,0.0,2018-02-13 21:25:00,2018-03-01 21:26:00,0.0,UTC+0,16 days 00:01:00.000000000
HBZ,Helbiz Coin,A Mobility Ecosystem set to reshape how we get from A to B making use of Blockchain Technology,0.0,2018-01-26 09:00:00,2018-03-04 09:00:00,0.0,UTC--5,37 days 00:00:00.000000000
DAN,Daneel,Daneel purpose is to bring data intelligence into the crypto jungle,0.0,2018-01-29 13:21:00,2018-03-05 13:21:00,0.0,UTC+0,35 days 00:00:00.000000000
IPSX,IP Sharing Exchange,IPSX is the first truly decentralized IP Sharing Exchange that will create a distributed network layer,0.0,2018-02-28 15:00:00,2018-03-05 15:00:00,0.0,UTC+2,5 days 00:00:00.000000000
J8T,Jet8,JET8 is a decentralized mobile engagement network connecting influencers audiences and brands through the value of social currency,0.0,2018-02-28 06:00:00,2018-03-06 23:59:00,-0.9964,UTC+0,6 days 17:59:00.000000000
HAV,Havven,A decentralised payment network and stable coin,0.25,2018-02-28 00:00:00,2018-03-06 23:59:00,-0.5064,UTC--8,6 days 23:59:00.000000000
SRNT,Serenity,The First Blockchain Escrow for Financial Markets,0.01,2018-01-25 00:00:00,2018-03-07 23:59:59,-0.9186,UTC+0,41 days 23:59:59.000000000
PHI,PHI Token,The Alibaba of Wealth Management PHI means Platform for Hybrid Investments but also Hybrid Platform for Investing,0.0,2018-03-03 08:00:00,2018-03-08 08:00:00,0.0,UTC+0,5 days 00:00:00.000000000
GRAM,Telegram,UltraFast Blockchain technology from Telegram messenger,0.0,2018-03-08 10:00:00,2018-03-08 11:00:00,0.0,UTC+0,0 days 01:00:00.000000000
DGZ,Dogezer,DoSoftwareTogether  Dogezer is a software development platform that allows team members to become product investors by investing their time and labor,0.0,2018-01-15 13:00:00,2018-03-08 13:00:00,0.0,UTC+0,52 days 00:00:00.000000000
OCN,Ocean protocol,Ocean Protocol is an ecosystem for sharing data and associated services,0.0,2018-03-07 01:07:00,2018-03-09 01:07:00,0.0,UTC+0,2 days 00:00:00.000000000
Ethix,Ethic Hub,Decentralized Crowdlending  Maximize returns from your money,0.0,2018-02-08 15:24:00,2018-03-09 15:24:00,0.0,UTC+1,29 days 00:00:00.000000000
SHA,Safe Haven,The first inheritable digital asset,0.0,2018-02-24 00:00:00,2018-03-10 00:00:00,-0.9976,UTC+0,14 days 00:00:00.000000000
CTF,Cryptotask,First fully scalable decentralized freelance task market,0.0,2018-02-03 12:00:00,2018-03-10 12:00:00,0.0,UTC+1,35 days 00:00:00.000000000
SCR,Scrinium,The future of portfolio investment,0.0,2018-02-11 00:00:00,2018-03-11 00:00:00,0.0,UTC+0,28 days 00:00:00.000000000
